ID,DATE_TIME_LOG,MESSAGE,UNIT_NAME,ROUTINE_NAME,KEY_TAG,STATE
79805,08/05/2026 08:38:32,FINE fid_TrackingCreateNewCodLot tracking_id=[31184383936747a980f32b95371ef59f] lot_id=[653078be3b284be7bc3c16fcb00d652f] lot_gia_chiuso=[1],DB DEBUG,fid_TrackingCreateNewCodLot,c05dcd762e4b4b5a99224c48445d7683,3
79804,08/05/2026 08:38:32,INIZIO fid_TrackingCreateNewCodLot machine=[c05dcd762e4b4b5a99224c48445d7683] lot_code=[59987166] detail=[NULL] detail_idx=[NULL],DB DEBUG,fid_TrackingCreateNewCodLot,c05dcd762e4b4b5a99224c48445d7683,3
79807,08/05/2026 08:40:38,FINE fid_TrackingCreateNewCodLot tracking_id=[f034ad47748d457a87e07a0742a5345b] lot_id=[653078be3b284be7bc3c16fcb00d652f] lot_gia_chiuso=[1],DB DEBUG,fid_TrackingCreateNewCodLot,c05dcd762e4b4b5a99224c48445d7683,3
79806,08/05/2026 08:40:38,INIZIO fid_TrackingCreateNewCodLot machine=[c05dcd762e4b4b5a99224c48445d7683] lot_code=[59987166] detail=[NULL] detail_idx=[NULL],DB DEBUG,fid_TrackingCreateNewCodLot,c05dcd762e4b4b5a99224c48445d7683,3
79809,08/05/2026 08:42:34,FINE fid_TrackingCreateNewCodLot tracking_id=[db299353c6db4fca861f29a21e056d09] lot_id=[1b4699561c0649c088c0df9f28370060] lot_gia_chiuso=[0],DB DEBUG,fid_TrackingCreateNewCodLot,c05dcd762e4b4b5a99224c48445d7683,3
79808,08/05/2026 08:42:34,INIZIO fid_TrackingCreateNewCodLot machine=[c05dcd762e4b4b5a99224c48445d7683] lot_code=[59978333] detail=[NULL] detail_idx=[NULL],DB DEBUG,fid_TrackingCreateNewCodLot,c05dcd762e4b4b5a99224c48445d7683,3
79811,08/05/2026 08:44:49,FINE fid_TrackingCreateNewCodLot tracking_id=[9b29ecd8a67a48548625ecdfd41d5616] lot_id=[1b4699561c0649c088c0df9f28370060] lot_gia_chiuso=[0],DB DEBUG,fid_TrackingCreateNewCodLot,c05dcd762e4b4b5a99224c48445d7683,3
79810,08/05/2026 08:44:49,INIZIO fid_TrackingCreateNewCodLot machine=[c05dcd762e4b4b5a99224c48445d7683] lot_code=[59978333] detail=[NULL] detail_idx=[NULL],DB DEBUG,fid_TrackingCreateNewCodLot,c05dcd762e4b4b5a99224c48445d7683,3
79812,08/05/2026 08:47:28,LotEndOnPlcInit: inizio chiusura lotto  macchina c05dcd762e4b4b5a99224c48445d7683,NODE-RED,LotEndOnPlcInit,c05dcd762e4b4b5a99224c48445d7683,3
79813,08/05/2026 08:47:29,Elaboro lotti in coda per linea=fc0ef60c8da844d5a531b293ac0b857b,DB DEBUG,fe_LineSetNextLot,fc0ef60c8da844d5a531b293ac0b857b,3
79814,08/05/2026 08:47:29,LotEndOnPlcDone: chiusi 1 lotti per macchina c05dcd762e4b4b5a99224c48445d7683 lotto ,NODE-RED,LotEndOnPlcDone,c05dcd762e4b4b5a99224c48445d7683,0
79815,08/05/2026 08:47:43,Lotto [59978333}] ricetta [121.25.098.00-59978333] ver [1] wasLotPresent=1 wasRecipePresent=1 insertedRows=0 updatedRows=0,NODE-RED,CheckCreateLotDone,c05dcd762e4b4b5a99224c48445d7683,0
80144,08/05/2026 08:48:23,ROWS CREATED/UPDATED 328; LOT: 91a765fc57f2434c8576708eeeba82f8; RECIPE: 79bc447496f5479d96880fbecb69eadb,DB,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,0
80143,08/05/2026 08:48:23,INSERT in LOT_RECIPE_ROW TAG: [GI4_RECIPE_Data_OP10_PTL_14_Description] value: [] (FROM RECIPE_ROW) recipeId: [79bc447496f5479d96880fbecb69eadb] tagID=[ff5f86aa8935495ebafe9cc8a04f010d] set TAG_NEW=0,DB DEBUG,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,3
80142,08/05/2026 08:48:23,INSERT in LOT_RECIPE_ROW TAG: [GI4_RECIPE_Data_OP30_PTL_20_CellUnion] value: [0] (FROM RECIPE_ROW) recipeId: [79bc447496f5479d96880fbecb69eadb] tagID=[fce237bc68594e2eabdc6cb046c16942] set TAG_NEW=0,DB DEBUG,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,3
80141,08/05/2026 08:48:23,INSERT in LOT_RECIPE_ROW TAG: [GI4_RECIPE_Data_OP30_PTL_13_Description] value: [] (FROM RECIPE_ROW) recipeId: [79bc447496f5479d96880fbecb69eadb] tagID=[fc7c0d2bb0404817a3b5522808550b35] set TAG_NEW=0,DB DEBUG,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,3
80140,08/05/2026 08:48:23,INSERT in LOT_RECIPE_ROW TAG: [GI4_RECIPE_Data_OP30_PTL_9_PartNumber] value: [] (FROM RECIPE_ROW) recipeId: [79bc447496f5479d96880fbecb69eadb] tagID=[fc2257a112b54dc2a793c18e6f620bae] set TAG_NEW=0,DB DEBUG,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,3
80139,08/05/2026 08:48:23,INSERT in LOT_RECIPE_ROW TAG: [GI4_RECIPE_Data_OP30_PTL_18_Qta] value: [0] (FROM RECIPE_ROW) recipeId: [79bc447496f5479d96880fbecb69eadb] tagID=[fbaa718a6f79489791c6078feeef72b7] set TAG_NEW=0,DB DEBUG,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,3
80138,08/05/2026 08:48:23,INSERT in LOT_RECIPE_ROW TAG: [GI4_RECIPE_Data_OP10_PTL_31_Cell] value: [0] (FROM RECIPE_ROW) recipeId: [79bc447496f5479d96880fbecb69eadb] tagID=[fb8d0c02ebab45d2bc0d2c8de4d6a79c] set TAG_NEW=0,DB DEBUG,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,3
80137,08/05/2026 08:48:23,INSERT in LOT_RECIPE_ROW TAG: [GI4_RECIPE_Data_OP10_PTL_20_Description] value: [] (FROM RECIPE_ROW) recipeId: [79bc447496f5479d96880fbecb69eadb] tagID=[fa48aff35e18435bad4be161c3272962] set TAG_NEW=0,DB DEBUG,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,3
80136,08/05/2026 08:48:23,INSERT in LOT_RECIPE_ROW TAG: [GI4_RECIPE_Data_OP10_PTL_29_PartNumber] value: [] (FROM RECIPE_ROW) recipeId: [79bc447496f5479d96880fbecb69eadb] tagID=[f862b30adadf4701af27264d8f168a33] set TAG_NEW=0,DB DEBUG,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,3
80135,08/05/2026 08:48:23,INSERT in LOT_RECIPE_ROW TAG: [GI4_RECIPE_Data_OP30_PTL_1_Cell] value: [17] (FROM RECIPE_ROW) recipeId: [79bc447496f5479d96880fbecb69eadb] tagID=[f7bf91d82ec84d33a1063238fb891ff0] set TAG_NEW=0,DB DEBUG,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,3
80134,08/05/2026 08:48:23,INSERT in LOT_RECIPE_ROW TAG: [GI4_RECIPE_Data_OP10_PTL_6_PartNumber] value: [11282842] (FROM RECIPE_ROW) recipeId: [79bc447496f5479d96880fbecb69eadb] tagID=[f7ab839aa8ad49d8a42784dccb4de06a] set TAG_NEW=0,DB DEBUG,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,3
80133,08/05/2026 08:48:23,INSERT in LOT_RECIPE_ROW TAG: [GI4_RECIPE_Data_OP10_PTL_26_PartNumber] value: [] (FROM RECIPE_ROW) recipeId: [79bc447496f5479d96880fbecb69eadb] tagID=[f776a20b0ffa4196ac72dd0cd1592556] set TAG_NEW=0,DB DEBUG,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,3
80132,08/05/2026 08:48:23,INSERT in LOT_RECIPE_ROW TAG: [GI4_RECIPE_Data_OP10_PTL_26_Qta] value: [0] (FROM RECIPE_ROW) recipeId: [79bc447496f5479d96880fbecb69eadb] tagID=[f75b5630895645378efe2bc6b6c0414b] set TAG_NEW=0,DB DEBUG,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,3
80131,08/05/2026 08:48:23,INSERT in LOT_RECIPE_ROW TAG: [GI4_RECIPE_Data_OP10_PTL_26_Description] value: [] (FROM RECIPE_ROW) recipeId: [79bc447496f5479d96880fbecb69eadb] tagID=[f69107804d514517aedb88aed8771094] set TAG_NEW=0,DB DEBUG,fe_LotRecipeRowCheckCreateByRecipe,c05dcd762e4b4b5a99224c48445d7683,3
